twenty-five,'twentɪfaɪv,3," [医][=LSD-25]麦角酰二乙胺; 25"
satisfied,'sætisfaiәd,3,a. 感到满意的
leave,li:v,3,"n. 许可, 告别, 请假, 休假\nvt. 离开, 剩下, 遗忘, 委托, 丢弃\nvi. 出发, 离开, 生叶"
following,'fɒlәuiŋ,3,"n. 下列各项, 部下, 追随者\na. 下列的, 其次的"
shoulders,,3,n. 肩部；肩膀（shoulder的复数）
mostly,'mәustli,3,"adv. 大概, 大部分, 主要\n[经] 大部份"
cave,keiv,3,"n. 洞, 穴\nvi. 凹陷, 塌落\nvt. 挖洞, 使凹陷, 损坏...的基础"
between,bi'twi:n,3,prep. 在...之间
celestial,si'lestjәl,3,"a. 天的, 天国的, 天空的\n[法] 天的, 天空的, 天国的"
concerning,kәn'sә:niŋ,3,prep. 关于\n[法] 关于
deliberately,di'libәrәtli,3,adv. 故意地
mass,mæs,3,"n. 块, 大多数, 质量, 大量, 群众, 弥撒\na. 群众的, 大规模的, 整个的\nvt. 使集合, 集中\nvi. 聚集"
withered,,3,"a. 枯萎了的, 雕谢了的"
standing,'stændiŋ,3,"n. 起立, 持续, 身分\na. 立着的, 不动的, 经常的, 持续的"
thou,θau,3,"pron. 汝, 你, 尔"
simplicity,sim'plisiti,3,"n. 单纯, 简朴, 朴素, 坦率, 天真\n[计] 简明性"
heart,hɑ:t,3,"n. 心, 心脏, 中心, 内心, 感情, 精神, 心情, 宝贝儿\nvt. 鼓励"
low,lәu,3,"n. 低点, 低价, 低, 牛叫声\na. 低的, 消沉的, 低等的, 浅的, 卑贱的\nadv. 低下地, 谦卑地, 低\nvi. 牛叫"
pantaloons,ˌpæntəˈlu:nz,3,"n. （男式）马裤; 傻老头, 裤子( pantaloon的名词复数 )"
bones,bәunz,3,"n. 骨骼, 尸体"
flour,'flauә,3,"n. 面粉, 粉沫, 碎粉\n[医] 面粉, 麦粉"
narrow,'nærәu,3,"n. 狭窄部分, 隘路\na. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的\nvi. 变窄\nvt. 使变狭窄"
sitting,'sitiŋ,3,"n. 入席, 就坐, 开庭, 孵卵\na. 坐着的, 就座的, 在职的, 在孵卵中的, 易被击中的"
respectable,ri'spektәbl,3,"a. 值得尊重的, 人格高尚的, 相当数量的\nn. 品格高尚的人"
empty,'empti,3,"a. 空的, 空虚的, 空腹的, 空洞的\nn. 空的东西, 空车\nvt. 倒空, 使变空, 使排出\nvi. 流空\n[计] 空"
created,kri: 'eitid,3,"a. 创造的\n[电] 创造的, 建立的"
comfortable,'kʌmfәtәbl,3,"a. 舒服的, 轻松的\nn. 盖被"
ye,ji:,3,"abbr. 亚萨卡, 乒乓底板（Yasaka Extra）；酵母抽提物（Yeast Extracts）"
visible,'vizәbl,3,"a. 看得见的, 明显的, 显然的\nn. 可见物"
patterns,,3,n. 模式（pattern的复数形式）
clad,klæd,3,vt. 在金属外包上另一种金属\na. 包层金属的\nclothe的过去式和过去分词
month,mʌnθ,3,n. 月\n[经] 月
sad,sæd,3,"a. 忧愁的, 悲哀的"
acquired,ә'kwaiәd,3,"a. 获得的, 后天的\n[医] 获得的, 后天的"
aid,eid,3,"n. 帮助, 外援, 助手\nvt. 援助, 帮助, 有助于\nvi. 帮助\n[计] 自动内部诊断"
move,mu:v,3,"n. 移动, 迁居, 步骤\nvt. 移动, 开动, 感动, 搬(家)\nvi. 移动, 离开, 运行, 迁移, 摇动, 搬家, 交往, 进展, 脱手\n[计] 移动; 传送; DOS外部命令:移动文件, 它可将文件移动到指定的地方"
property,'prɒpәti,3,"n. 财产, 所有权, 性质, 属性\n[计] 属性"
looked,lʊkt,3,"v. 看, 瞧( look的过去式和过去分词 ); 注意; 面向; 寻找"
worthy,'wә:ði,3,"n. 杰出人物\na. 有价值的, 可敬的, 值得的"
enjoy,in'dʒɒi,3,"vt. 享受, 喜欢, 欣赏\n[法] 享受, 享有, 获得某种利益"
desirable,di'zairәbl,3,"a. 令人想望的, 可取的"
praise,preiz,3,"n. 赞美, 称赞, 崇拜\nvt. 称赞, 赞美\nvi. 赞扬, 表扬"
so-called,,3,"a. 所谓的, 号称的\n[法] 所谓的, 据称的"
fate,feit,3,"n. 命运, 运气\nvt. 注定"
third,θә:d,3,"num. 第三, 三分之一\n[机] 第三; 第三的"
promising,'prɒmisiŋ,3,"a. 有希望的, 前途有望的\n[经] 有希望的"
failure,'feiljә,3,"n. 失败, 失败者, 不足, 缺乏, 破产\n[计] 故障; 失效"
slave,sleiv,3,"n. 奴隶, 从动装置, 卑鄙的人\nvi. 拼命工作\n[计] 从设备"
reading,'ri:diŋ,3,"n. 阅读, 知识, 读物\na. 阅读的"
72,,3," seventy-two"
carried,'kærid,3,a. 入神的；被运的；忘我的
notwithstanding,.nɒtwiθ'stændiŋ,3,"adv. 虽然, 尽管\nprep. 尽管\nconj. 虽然"
right,rait,3,"n. 权利, 右边, 正义, 右派, 公正\na. 正确的, 对的, 恰当的, 正常的, 正直的, 正面的, 右方的\nadv. 正确地, 以有利结果, 一直, 直接, 向右\nvt. 扶直, 整理, 纠正, 伸冤, 使昭雪\nvi. 恢复平衡\n[计] 右, 权利"
mistake,mis'teik,3,"n. 错误, 误会\nvi. 犯错, 误认\nvt. 误解, 弄错\n[计] 错误"
delicate,'delikәt,3,"a. 细致优雅的, 微妙的, 美味的\n[医] 柔弱的"
pages,,3,n. 页数；青年侍从（page的复数）
tells,,3,v. 告诉；说（tell的第三人称单数）
understand,.ʌndә'stænd,3,"vt. 理解, 了解, 领会, 听说, 懂\nvi. 懂得, 认为"
weave,wi:v,3,"n. 编法, 织法, 编织式样\nvt. 编织, 组合, 编排, 使迂回前进\nvi. 纺织, 迂回行进"
political,pә'litikl,3,"a. 政治的, 政治上的, 政党的, 从事政治的\n[法] 政治的, 政治上的, 党派政治的"
item,'aitәm,3,"n. 项目, 条款, 一则, 项\n[计] 项"
born,bɒ:n,3,a. 天生的\nbear的过去分词
stretch,stretʃ,3,"n. 伸展, 张开, 连绵, 一段路, 一段时间\na. 可伸缩的, 弹性的\nvt. 伸展, 张开, 曲解, 使过度伸展\nvi. 伸展, 延伸\n[计] 伸展"
grandeur,'grændʒә,3,"n. 庄严, 伟大, 壮丽"
bank,bæŋk,3,"n. 银行, 堤, 岸\n[医] 库"
comfort,'kʌmfәt,3,"n. 舒适, 安慰, 安慰者\nvt. 安慰"
adam,,3,
experiments,iksˈperimənts,3,n. 实验( experiment的名词复数 ); 试验; 尝试; 实践
counting,'kauntiŋ,3,n. 计算\n[医] 计数
trumpery,'trʌmpәri,3,"n. 华而不实的东西, 中看不中用的东西, 废物, 废话\na. 虚有其表的, 浅薄的, 无用的"
authority,ɒ:'θɒriti,3,"n. 权力, 当权者, 当局, 权威, 专家\n[经] 代理权, 授权, 权威"
surely,'ʃuәli,3,"adv. 的确地, 安全地\n[经] 保证, 保证人, 保证金"
centuries,'sentʃərɪz,3,"n. 100年, 一世纪( century的名词复数 ); 100分; 千秋"
domestic,dәu'mestik,3,"a. 家庭的, 国内的, 驯养的\n[医] 家庭的, 家用的"
discovered,,3,"v. 发现, 找到（discover的过去形式）"
yellow,'jelәu,3,n. 黄色\na. 黄色的
encumbrance,in'kʌmbrәns,3,"n. 阻碍, 妨害物, 累赘\n[法] 累赘, 负担, 财产留置权"
farms,,3,n. 农场；庄园（farm的复数形式）
seemingly,'si:miŋli,3,"adv. 看来似乎, 表面上看来"
fitchburg,,3,
becomes,biˈkʌmz,3,"v. 变为, 成为( become的第三人称单数 ); 适合; 使（人）显得漂亮; 使好看"
cooked,kukt,3,"a. 精疲力竭的, 被揍得昏厥的, 未达到目的就完蛋的, 喝醉了的"
originally,ә'ridʒәnli,3,"adv. 本来, 原来, 最初, 就起源而论, 独创地"
offered,,3,"v. 提供, 提议；奉献（offer过去时态）"
spiritual,'spiritʃuәl,3,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的\nn. 有关教会的事"
worst,wә:st,3,"n. 最坏, 最坏的时候\na. 最坏的, 最恶劣的, 最不利的\nadv. 最坏, 最糟"
atmosphere,'ætmәsfiә,3,"n. 大气, 空气, 气氛\n[医] 大气; 大气压"
raised,reizd,3,"a. 凸起的, 浮雕的, 发酵的\n[医] 隆起的"
herds,hə:dz,3,"n. 兽群( herd的名词复数 ); 牧群; 人群; 群众\nv. 群集, 纠结( herd的第三人称单数 ); 放牧; （使）向…移动"
dug,dʌg,3,dig的过去式和过去分词
miracle,'mirәkl,3,"n. 奇迹, 奇事"
maintain,mein'tein,3,"vt. 维持, 维修, 保持, 坚持, 供养, 主张\n[化] 维修"
bear,bєә,3,"n. 熊\nvt. 忍受, 支承, 产生, 怀有, 通过卖空使跌价\nvi. 忍受, 结果实, 压挤, 行进, 转向"
able,'eibl,3,"a. 能干的, 能够的"
acquire,ә'kwaiә,3,"vt. 获得, 学到\n[电] 目标锁定"
ends,,3,n. 目的；末端；结束（end的复数）
convenient,kәn'vi:njәnt,3,"a. 方便的, 合宜的\n[法] 适当的, 合理而可行的, 方便的"
cultivate,'kʌltiveit,3,"vt. 培养, 耕作"
body,'bɒdi,3,"n. 身体, 人, 尸体, 主要部分, 团体\nvt. 赋以形体\n[计] 体"
tax,tæks,3,"n. 税, 税款, 重负, 会费\nvt. 课以税, 使负重荷, 斥责"
absorbed,әb'sɒ:bd,3,"a. 全神贯注的, 一心一意的\n[机] 被吸收的"
stood,stud,3,stand的过去式和过去分词
supplied,,3,a. 有...提供的；备有...的
annually,'ænjuәli,3,"adv. 一年一次, 每年\n[经] 年度的, 每年的"
arrive,ә'raiv,3,"vi. 到达, 抵达"
play,plei,3,"n. 游戏, 游玩, 玩笑, 运动, 比赛, 赌博, 跳动, 表演, 剧本\nv. 玩, 游戏, 假装, 开玩笑, 比赛, 扮演, 演奏, 演戏, 传摇曳, (使)跳动\n[计] 播放"
southern,'sʌðәn,3,"n. 南方人, 男风\na. 向南方的, 来自南方的"
longer,'lɔŋɡә. 'lɔ:ŋ-,3,adv. 比较久
numerous,'nju:mәrәs,3,"a. 很多的, 数目众多的, 多数的\n[机] 多数的, 甚多的"
stripped,stript,3,a. 剥去的
keeping,'ki:piŋ,3,"n. 保管, 供养, 一致\n[法] 保管, 保护, 管理"
ask,ɑ:sk,3,"vi. 问, 要求\nvt. 问, 要求, 邀请, 需要"
complain,kәm'plein,3,"v. 抱怨, 抗议, 控诉"
raising,'reiziŋ,3,[机] 起油
history,'histәri,3,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录\n[计] 历史记录"
woman,'wumәn,3,"n. 女人, 妇女, 女仆\na. 女用的, 女性的, 妇女的\nvt. 贬称...为女人, 使成女人腔"
wishes,wiʃiz,3,"n. （书信或贺卡等中的）祝愿( wish的名词复数 ); 渴望; 希望的事; 许愿\nv. <正>希望, 想要, 但愿( wish的第三人称单数 ); 祝愿; 盼望, 企求, 想要"
chimney,'tʃimni,3,"n. 烟囱, 灯罩\n[电] 烟囱"
given,'givәn,3,"a. 赠予的, 沉溺的, 约定的\ngive的过去分词"
sing,siŋ,3,"vi. 唱, 唱歌, 演唱, 鸣, 啼\nvt. 唱, 歌颂\nn. 嗖嗖声"
bargain,'bɑ:gin,3,"n. 交易, 买卖协定, 特价商品\nv. 讲价, 交易"
settled,'setld,3,"a. 固定的, 决定的, 持续的, 难以消除的\n[经] 付讫的, 固定的, 结过帐的"
wigwams,ˈwiɡwæmz,3,"n. 棚屋（用树皮或草编成的席子等搭建的茅屋）, 小屋( wigwam的复数形式 )"
measure,'meʒә,3,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法\nvt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量\nvi. 度量"
return,ri'tә:n,3,"n. 回来, 返回, 来回票, 归还, 报答, 利润率, 报告书\na. 返回的, 回程的, 报答的, 反向的, 重现的, 复原的\nvi. 返回, 归还, 回来\nvt. 归还, 还, 回报, 产生, 反射, 报告, 申报, 退回\n[计] 返回"
children,'tʃildrәn,3,"pl. 孩子, 孩子们"
humble,'hʌmbl,3,"a. 低下的, 谦逊的, 粗陋的\nvt. 使...卑下, 降低...地位, 贬抑"
yeast,ji:st,3,n. 酵母\n[化] 酵母
evident,'evidәnt,3,"a. 显然的, 明显的"
tomb,tu:m,3,"n. 坟墓, 死亡\nvt. 埋葬"
tenth,tenθ,3,"num. 第十, 十分之一"
nests,nests,3,n. （鸟）窝( nest的名词复数 ); 温床; （套叠在一起的）一套物件; 藏匿处\nv. 筑巢( nest的第三人称单数 )
acquaintances,ək'weɪntənsɪz,3,n. 相识的人( acquaintance的复数形式 ); 熟人; 对…有了解; （与某人）认识
market,'mɑ:kit,3,"n. 市场, 交易, 集市, 推销地区, 行情, 市面, 销路\nvt. 在市场上交易, 使上市, 销售\nvi. 在市场上买卖"
advanced,әd'vɑ:nst,3,"a. 在前的, 高级的, 先进的, 年老的\n[法] 预付的, 预支的, 垫付的"
college,'kɒlidʒ,3,"n. 学院, 大学, 学会"
feed,fi:d,3,"n. 饲料, 一餐, 饲养\nvt. 喂, 饲养, 放牧, 靠...为生\nvi. 吃东西, 用餐, 流入\n[计] 送纸"
cart,kɑ:t,3,n. 二轮运货马车\nvi. 驾运货马车\nvt. 用车装载
fast,fɑ:st,3,"a. 快速的, 紧的\nadv. 很快地, 紧紧地, 彻底地\nn. 绝食, 斋戒\nvi. 绝食, 斋戒"
requires,,3,n. 需要；要求；需求（require的复数）
education,.edju'keiʃәn,3,"n. 教育, 训练, 教育学\n[医] 教育, 训练"
cap,kæp,3,"n. 盖子, 帽子\nvt. 戴帽子, 覆盖, 胜过\nvi. 脱帽致意\n[计] 调用程序分析, 容量, 代码分析程序, 计算机辅助生产, 计算机辅助印刷"
well-nigh,,3,adv. 几乎
really,'riәli,3,"adv. 实际上, 真实地, 实在"
occasion,ә'keiʒәn,3,"n. 场合, 时机, 机会, 诱因, 理由\nvt. 惹起, 引起"
pork,pɒ:k,3,n. 猪肉\n[医] 猪肉
ay,ai,3,"n. 赞成票, 投赞成票者\nadv. 永远\ninterj. (表决时说)赞成"
constructed,kənˈstrʌktid,3,v. 修建( construct的过去式和过去分词 ); 构成; 组成; （按照数学规则）编制
14,,3," fourteen"
oil,ɒil,3,"n. 油, 石油, 油画颜料\nvt. 涂油于, 使融化成油状, 加油于\nvi. 加燃油, 融化"
fairly,'fєәli,3,"adv. 美观地, 公平地, 相当地, 清楚地"
support,sә'pɒ:t,3,"n. 支持, 支撑, 援助, 供养, 支撑物\nvt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实\n[计] 后援; 支持"
barn,bɑ:n,3,n. 谷仓\n[化] 靶(恩)(核反应截面单位)
admirable,'ædmәrәbl,3,"a. 可钦佩的, 极好的, 令人惊奇的"
wisdom,'wizdәm,3,"n. 智慧, 明智行为, 学识, 名言, 贤人"
divine,di'vain,3,"a. 神的, 神圣的, 非凡的\nn. 神学家"
bundle,'bʌndl,3,"n. 捆, 束\nvt. 包扎, 胡乱塞进\nvi. 匆忙离开"
degree,di'gri:,3,"n. 程度, 度数, 学位, 度\n[医] 度, 程度"
foot,fut,3,"n. 脚, 步调, 英尺, 底部, 末尾, 步兵\nvt. 走在...上, 给...换底, 支付\nvi. 跳舞, 步行, 总计"
march,mɑ:tʃ,3,"n. 三月, 进行, 行军, 步伐, 长途跋涉, 进行曲, 边界\nvi. 进军, 前进, 交界\nvt. 使行军, 使行进"
person,'pә:sn,3,"n. 人, 人身, 人称\n[法] 人, 法人, 人身"
housekeeping,'hauski:piŋ,3,"n. 家事, 家政, 持家\n[计] 内务处理"
fragrance,'freigrәns,3,"n. 芬芳, 香味"
lined,laind,3,a. 有内衬的；具线纹的
sake,seik,3,"n. 目的, 缘故, 理由"
ear,iә,3,"n. 耳朵, 倾听, 听觉, 穗\nvi. 抽穗"
ears,,3,abbr. 电声额定系统（Electro-Acoustic Rating System）
rid,rid,3,"vt. 免除, 以...清除, 使获自由, 使摆脱\n[法] 免除, 清除, 摆脱"
immortal,i'mɒ:tәl,3,"n. 不朽人物, 神仙\na. 永远的, 不死的, 长久的"
sweep,swi:p,3,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜\nvt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射\nvi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过"
portion,'pɒ:ʃәn,3,"n. 部分, 一份, 命运, 嫁妆\nvt. 分配, 给...嫁妆"
encumbrances,en'kʌmbrənsɪz,3,n. 负担( encumbrance的复数形式 ); 累赘; 妨碍; 阻碍
color,'kʌlә,3,"n. 颜色, 面色, 颜料, 外貌\nvt. 把...涂上颜色, 粉饰, 使脸红, 歪曲\nvi. 变色"
towns,,3,n. 汤斯
dreamed,,3,dream的过去式和过去分词
pines,,3,n. 松树（pine的复数）
knowledge,'nɒlidʒ,3,"n. 知识, 学问, 认识, 知道"
peas,,3,n. 豌豆（pea的复数）
roots,,3,"n. 乡土感情, 归根之情"
stick,stik,3,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物\nvt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止\nvi. 粘住, 停留, 坚持, 陷住, 伸出"
influence,'influәns,3,"n. 影响力, 权力, 势力\nvt. 影响, 改变"
spending,'spendiŋ,3,"n. 经费, 开销\n[经] 开支, 开销, 经费"
clean,kli:n,3,"a. 干净的, 清白的, 简洁的\nadv. 清洁地, 完全地\nvt. 清理, 使干净, 出空\nvi. 被搞干净\nn. 打扫"
desperate,'despәrәt,3,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的"
egyptian,,3,
dried,draid,3,a. 弄干了的
ox,ɒks,3,n. 牛
pass,pæs,3,"n. 经过, 要隘, 途径, 通行, 护照, 及格\nvt. 经过, 越过, 通过, 批准, 度过, 传递, 忽略\nvi. 经过, 变化, 流通, 及格, 宣判, 终止, 消逝, 被忽略, 不叫牌, 传递\n[计] 遍"
dig,dig,3,"vt. 挖, 翻土, 发掘\nvi. 挖掘\nn. 挖掘\n[计] 数字, 数位"
weeks,wi:ks,3,n. 威克斯（姓氏）
pocket,'pɒkit,3,"n. 口袋, 钱袋, 钱, 容器\nvt. 装...在口袋里, 隐藏, 抑制, 私吞, 搁置, 击...入袋\na. 袖珍的, 小型的, 压缩的, 金钱上的"
importance,im'pɒ:tәns,3,"n. 重要, 重要性, 重要地位, 自大\n[机] 重要, 重要性"
start,stɑ:t,3,"n. 惊起, 出发, 开端, 起点, 吃惊, 有利条件\nvi. 开始, 出发, 启动, 跳起, 吃惊, 出现, 松动, 脱落, 起价, 参赛\nvt. 使惊起, 开动, 发动, 启动, 开始, 创办, 提议, 使松动, 使脱落, 起用\n[计] 起始"
simpler,,3,n. 药草采集者\n[医] 草药医生
except,ik'sept,3,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是"
youth,ju:θ,3,"n. 年轻, 青年时代, 青年们, 青春\n[法] 青年, 青年时期, 青春时期"
burn,bә:n,3,"vt. 烧, 烧毁, 烧伤\nvi. 燃烧, 发热, 烧毁\nn. 烧伤, 烙印"
among,ә'mʌŋ,3,prep. 在...之中
travelling,'trævliŋ,3,"a. 旅行的, 旅行用的, 移动的"
quite,kwait,3,"adv. 相当, 完全, 十分"
partly,'pɑ:tli,3,"adv. 部分地, 在一定程度上"
dirty,'dә:ti,3,"a. 肮脏的, 卑鄙的\nvt. 弄脏\nvi. 变脏"
legs,leɡz,3,n. 木头支架；腿（leg的复数）
possessed,pә'zest,3,"a. 中邪魔的, 被妖魔缠住的"
owns,,3,n. 属于自己的东西（own的复数）
obliged,,3,a. 感激的；有责任的；必须的
expression,ik'spreʃәn,3,"n. 表达, 表现, 词语, 措辞\n[计] 表达式"
designs,,3,"n. 阴谋, 诡计"
fathers,ˈfɑ:ðəz,3,n. 父亲( father的名词复数 ); 祖先; （尤指天主教和东正教的）神父; 天父
custom,'kʌstәm,3,"n. 习惯, 风俗, 海关, 自定义\na. 定制的\n[计] 定制; 自定义"
highest,'haiist,3,[计] 最高
greatest,'^reitist,3,[计] 最大的
flavor,'fleivә,3,"n. 滋味, 调味品\nvt. 加味于"
memorable,'memәrәbl,3,"a. 值得纪念的, 难忘的"
frequently,'fri:kwәntli,3,"adv. 频繁, 经常地"
share,ʃєә,3,"n. 部分, 参与, 一份, 参股, 份额\nvt. 均分, 分担, 分享, 分配, 共有\nvi. 分享\n[计] 共享; DOS外部命令:在网络或多工系统中提供文件共享\n文件锁定及检测磁盘更动和对超过32MB硬盘分区的支持"
pumpkin,'pʌmpkin,3,n. 南瓜
genuine,'dʒenjuin,3,"a. 真正的, 真实的, 诚恳的\n[医] 真性的"
travel,'trævl,3,"n. 旅行, 游历, 行进\nvi. 旅行, 行进, 移动, 被传播\nvt. 旅行, 通过, 使移动"
puts,,3,n. 卖出选择权；[计]字符串输出（put的复数）
path,pɑ:θ,3,"n. 路径, 小路, 道路, 途径, 路线, 轨道\n[计] 路径; DOS内部命令:设定DOS读取程序的路径"
moreover,mɒ:'әuvә,3,"adv. 而且, 此外"
sixty,'siksti,3,"num. 六十, 六十个"
james,dʒeimz,3,"n. 詹姆斯（姓氏, 男子名）；[圣]《雅各书》"
becoming,bi'kʌmiŋ,3,"a. 合适的, 适当的"
book,buk,3,"n. 书, 书籍, 帐簿, 名册, 工作簿\nv. 登记, 预订\n[计] 工作簿"
cypress,'saiprәs,3,"n. 柏, 落羽杉, 柏树\n[机] 桧木"
judge,dʒʌdʒ,3,"n. 法官, 裁判员, 审判官, 鉴定人\nvt. 审理, 鉴定, 判断, 判决, 裁定\nvi. 下判断, 作评价"
wiser,,3,a. 贤明的；聪明的
comfortably,'kʌmfәtәbli,3,"adv. 安乐地, 舒服地, 宽裕地"
forty,'fɒ:ti,3,"num. 四十, 四十个"
richest,,3,深的\n富裕的\n强烈的（rich的最高级）
bestow,bi'stәu,3,"vt. 授予, 使用, 贮藏, 留宿"
pleasure,'pleʒә,3,"n. 快乐, 愉快, 令人高兴的事, 娱乐, 希望\nv. (使)高兴"
remain,ri'mein,3,"vi. 保持, 逗留, 剩余\n[法] 停留, 居住, 继续"
false,fɒ:ls,3,"a. 错误的, 虚伪的, 假的, 不老实的\nadv. 不准确地, 欺诈地"
sympathy,'simpәθi,3,"n. 同情, 赞同, 怜悯, 慰问, 吊唁\n[医] 交感[作用], 同感[作用], 感应, 同情"
plants,,3,n. 植物；工厂（plant的复数形式）
acre,'eikә,3,n. 英亩
woven,'wәuvәn,3,weave的过去分词
room,ru:m,3,"n. 房间, 空位, 场所\nvi. 住宿, 居住\nvt. 留宿"
addition,ә'diʃәn,3,"n. 加法, 增加的人(或物)\n[计] 加法"
woodchuck,"'wud,tʃʌk",3,n. 土拨鼠
possession,pә'zeʃәn,3,"n. 拥有, 占有, 所有, 财产, 领土, 领地, 自制, 着迷\n[经] 占有, 持有"
shanties,ˈʃænti:z,3,n. 简陋的小木屋( shanty的名词复数 ); 铁皮棚屋; 船工号子; 船歌
apple,'æpl,3,"n. 苹果, 家伙\n[医] 苹果"
earnest,'ә:nist,3,"n. 定金, 诚挚, 认真\na. 认真的, 热心的, 重要的"
excuse,ik'skju:z,3,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口"
seemed,,3,v. 装作；似乎（seem的过去式）
drink,driŋk,3,"n. 饮料, 酒\nv. 喝, 喝酒"
short,ʃɒ:t,3,"a. 短的, 近的, 矮的, 短期的, 简短的, 少量的\nadv. 简短地, 突然\nn. 扼要, 短片, 缺乏\nvt. 故意少给, 使短路"
finally,'fainәli,3,"adv. 最后, 终于"
reached,ri:tʃt,3,"v. 到达( reach的过去式和过去分词 ); 联络; 伸出手臂, 延伸"
wishing,'wiʃiŋ,3,"n. 期盼着, 希望；愿望"
real,'riәl,3,"a. 真的, 真实的, 实际的, 实在的, 不动(产)的, 实数的\nn. 实数, 现实\nadv. 真正地"
